,modelo,parametros,rmse,nlpd,fold
0,RBFLinearRegression,"{'sig2_error': 0.6798430806616446, 'mean_rbf_arbitrario': 0.5198632589438918, 'lambda_rbf_arbitrario': 0.013358703611873282}",0.09403097033032103,1.4219957498522509,0
1,RBFLinearRegression,"{'sig2_error': 0.31048279099800374, 'mean_rbf_arbitrario': -0.05917676619584333, 'lambda_rbf_arbitrario': 0.1503950001079369}",0.08735985301046377,1.0333533143197928,0
2,RBFLinearRegression,"{'sig2_error': 0.4212732393366898, 'mean_rbf_arbitrario': -0.7112585167820633, 'lambda_rbf_arbitrario': 0.4341814997511018}",0.08066849053406332,1.1849032857873385,0
3,RBFLinearRegression,"{'sig2_error': 0.7101320830275407, 'mean_rbf_arbitrario': -0.08014608013918667, 'lambda_rbf_arbitrario': 0.3222866203356104}",0.08767287582182388,1.4440409104039107,0
4,RBFLinearRegression,"{'sig2_error': 0.5304251578995253, 'mean_rbf_arbitrario': -0.013726685516212589, 'lambda_rbf_arbitrario': 0.5735109754179853}",0.0891740560757004,1.2988584669870347,0
5,RBFLinearRegression,"{'sig2_error': 0.2718451959244311, 'mean_rbf_arbitrario': -0.05747959881836591, 'lambda_rbf_arbitrario': 0.13228223229550337}",0.08726417701630422,0.9676519066906398,0
6,RBFLinearRegression,"{'sig2_error': 0.18742271018537607, 'mean_rbf_arbitrario': -0.057268079178896585, 'lambda_rbf_arbitrario': 0.09373111463138784}",0.08693111132841483,0.7844234015390386,0
7,RBFLinearRegression,"{'sig2_error': 0.0596675985714899, 'mean_rbf_arbitrario': -0.0642467063295045, 'lambda_rbf_arbitrario': 0.038743176807251804}",0.08638821442815611,0.23062501437693042,0
8,RBFLinearRegression,"{'sig2_error': 1e-07, 'mean_rbf_arbitrario': -0.07304917234295039, 'lambda_rbf_arbitrario': 1e-07}",0.10123976463736219,12854.599637420026,0
9,RBFLinearRegression,"{'sig2_error': 0.29920256915457105, 'mean_rbf_arbitrario': -0.04933953858644321, 'lambda_rbf_arbitrario': 0.12505709177278335}",0.08738475057569264,1.0150325831619227,0
10,RBFLinearRegression,"{'sig2_error': 0.09272507498209007, 'mean_rbf_arbitrario': -0.06003267593560391, 'lambda_rbf_arbitrario': 0.05865116739561319}",0.08651835852796261,0.44143283537490247,0
11,RBFLinearRegression,"{'sig2_error': 0.24483793750546315, 'mean_rbf_arbitrario': -0.07816602872547487, 'lambda_rbf_arbitrario': 0.07229063949721852}",0.08620710670675767,0.9160241072227402,0
12,RBFLinearRegression,"{'sig2_error': 0.2369611584286555, 'mean_rbf_arbitrario': -0.013028752781834022, 'lambda_rbf_arbitrario': 0.0847866574403231}",0.0879023369659503,0.899772880828989,0
13,RBFLinearRegression,"{'sig2_error': 0.3025751870912227, 'mean_rbf_arbitrario': -0.11952997698962381, 'lambda_rbf_arbitrario': 0.11259140697600269}",0.08574880718906436,1.020674728076642,0
14,RBFLinearRegression,"{'sig2_error': 0.5714824010743295, 'mean_rbf_arbitrario': -0.028906350852219608, 'lambda_rbf_arbitrario': 0.5161168186025161}",0.0888674742797041,1.335935656047707,0
15,RBFLinearRegression,"{'sig2_error': 0.22306714160555366, 'mean_rbf_arbitrario': -0.12376468676740929, 'lambda_rbf_arbitrario': 0.1288014952122154}",0.08583415827259665,0.870213169582136,0
16,RBFLinearRegression,"{'sig2_error': 0.5979809945994327, 'mean_rbf_arbitrario': 0.018024396875947344, 'lambda_rbf_arbitrario': 0.5680403575811406}",0.08970007315609083,1.3584312878537266,0
17,RBFLinearRegression,"{'sig2_error': 0.6678921727883761, 'mean_rbf_arbitrario': -0.06216999190849762, 'lambda_rbf_arbitrario': 0.38504447627900296}",0.08812261002050895,1.4135083858464113,0
18,RBFLinearRegression,"{'sig2_error': 0.5423126847483387, 'mean_rbf_arbitrario': 0.04067059811975252, 'lambda_rbf_arbitrario': 0.5220681574426139}",0.09007677451534161,1.3098485386234826,0
19,RBFLinearRegression,"{'sig2_error': 0.6175915545011157, 'mean_rbf_arbitrario': 0.029404146346769345, 'lambda_rbf_arbitrario': 0.48738775533943446}",0.08984638911233704,1.3744895807995365,0
20,RBFLinearRegression,"{'sig2_error': 0.6474389138956052, 'mean_rbf_arbitrario': -0.045321703634834364, 'lambda_rbf_arbitrario': 0.4688876859139008}",0.08853061647165889,1.398011786846694,0
21,RBFLinearRegression,"{'sig2_error': 0.5902067016673734, 'mean_rbf_arbitrario': -0.018203086493104932, 'lambda_rbf_arbitrario': 0.42278923126376194}",0.08896036356129265,1.3519745637792953,0
22,RBFLinearRegression,"{'sig2_error': 0.6658444313319885, 'mean_rbf_arbitrario': 0.014693979711550323, 'lambda_rbf_arbitrario': 0.4135346945072005}",0.0895201237679492,1.411934310906897,0
23,RBFLinearRegression,"{'sig2_error': 0.7410442263274466, 'mean_rbf_arbitrario': -0.027802543600199146, 'lambda_rbf_arbitrario': 0.3832739247956419}",0.08872107673205341,1.4652135361696095,0
24,RBFLinearRegression,"{'sig2_error': 0.6816777037329657, 'mean_rbf_arbitrario': -0.002867090818843552, 'lambda_rbf_arbitrario': 0.3290646193946408}",0.0890871404147161,1.4236489956871001,0
25,RBFLinearRegression,"{'sig2_error': 0.7248857673613375, 'mean_rbf_arbitrario': -0.007024010477095402, 'lambda_rbf_arbitrario': 0.47313240030010584}",0.0891884233493035,1.4542134758982332,0
26,RBFLinearRegression,"{'sig2_error': 0.7280997320197916, 'mean_rbf_arbitrario': -0.08844333987741299, 'lambda_rbf_arbitrario': 0.44285175003749433}",0.08775196918547457,1.4564625136260658,0
