,modelo,parametros,rmse,nlpd,mape,fold,tentativa
216,BayesianRBFLinearRegression,"{'sig2_error': 0.26090561227347936, 'mean_rbf_arbitrario': -0.5545476527758282, 'lambda_rbf_arbitrario': 0.43322320059599384}",3611.9146500620886,20.20472457259637,0.7137124349495203,1,43.0
217,BayesianRBFLinearRegression,"{'sig2_error': 0.26090561227347936, 'mean_rbf_arbitrario': -0.5545476527758282, 'lambda_rbf_arbitrario': 0.43322320059599384}",3352.8100441492325,20.20731903389191,0.5983318142181475,2,43.0
218,BayesianRBFLinearRegression,"{'sig2_error': 0.26090561227347936, 'mean_rbf_arbitrario': -0.5545476527758282, 'lambda_rbf_arbitrario': 0.43322320059599384}",3694.7884157944254,20.20340884756349,0.6698439484898651,3,43.0
219,BayesianRBFLinearRegression,"{'sig2_error': 0.26090561227347936, 'mean_rbf_arbitrario': -0.5545476527758282, 'lambda_rbf_arbitrario': 0.43322320059599384}",29636.565883262232,17.53605180191002,0.7840944052789562,4,43.0
220,BayesianRBFLinearRegression,"{'sig2_error': 0.8517198410670189, 'mean_rbf_arbitrario': -0.7186325016441517, 'lambda_rbf_arbitrario': 0.37220282694907775}",3603.6257411336196,20.796358869341535,0.6174214160790618,0,44.0
221,BayesianRBFLinearRegression,"{'sig2_error': 0.8517198410670189, 'mean_rbf_arbitrario': -0.7186325016441517, 'lambda_rbf_arbitrario': 0.37220282694907775}",3626.223577899194,20.796269335443355,0.6498258620781655,1,44.0
222,BayesianRBFLinearRegression,"{'sig2_error': 0.8517198410670189, 'mean_rbf_arbitrario': -0.7186325016441517, 'lambda_rbf_arbitrario': 0.37220282694907775}",3359.787902861033,20.7988658416863,0.5943616788264581,2,44.0
223,BayesianRBFLinearRegression,"{'sig2_error': 0.8517198410670189, 'mean_rbf_arbitrario': -0.7186325016441517, 'lambda_rbf_arbitrario': 0.37220282694907775}",3705.1689935083687,20.794957619701485,0.6766880748235518,3,44.0
224,BayesianRBFLinearRegression,"{'sig2_error': 0.8517198410670189, 'mean_rbf_arbitrario': -0.7186325016441517, 'lambda_rbf_arbitrario': 0.37220282694907775}",29644.342970518963,18.127597751653674,0.7955399072284827,4,44.0
225,BayesianRBFLinearRegression,"{'sig2_error': 0.6781201784365984, 'mean_rbf_arbitrario': -0.7997097379332856, 'lambda_rbf_arbitrario': 0.3625307723406721}",3603.679746830565,20.682393164096528,0.6161778564369896,0,45.0
226,BayesianRBFLinearRegression,"{'sig2_error': 0.6781201784365984, 'mean_rbf_arbitrario': -0.7997097379332856, 'lambda_rbf_arbitrario': 0.3625307723406721}",3628.1583224198444,20.682304222984868,0.6467787858167869,1,45.0
227,BayesianRBFLinearRegression,"{'sig2_error': 0.6781201784365984, 'mean_rbf_arbitrario': -0.7997097379332856, 'lambda_rbf_arbitrario': 0.3625307723406721}",3360.0760120314626,20.684900472466094,0.5944400911541406,2,45.0
228,BayesianRBFLinearRegression,"{'sig2_error': 0.6781201784365984, 'mean_rbf_arbitrario': -0.7997097379332856, 'lambda_rbf_arbitrario': 0.3625307723406721}",3706.6946984282285,20.68099205302104,0.6841283063632915,3,45.0
229,BayesianRBFLinearRegression,"{'sig2_error': 0.6781201784365984, 'mean_rbf_arbitrario': -0.7997097379332856, 'lambda_rbf_arbitrario': 0.3625307723406721}",29645.816353258928,18.013632701500843,0.7984038282313886,4,45.0
230,BayesianRBFLinearRegression,"{'sig2_error': 0.2601564126163422, 'mean_rbf_arbitrario': 0.2898611388713115, 'lambda_rbf_arbitrario': 0.456209969669087}",3600.184361925585,20.20337938389491,0.6332844076140428,0,46.0
231,BayesianRBFLinearRegression,"{'sig2_error': 0.2601564126163422, 'mean_rbf_arbitrario': 0.2898611388713115, 'lambda_rbf_arbitrario': 0.456209969669087}",3606.350419187447,20.20328659473731,0.8266340683170084,1,46.0
232,BayesianRBFLinearRegression,"{'sig2_error': 0.2601564126163422, 'mean_rbf_arbitrario': 0.2898611388713115, 'lambda_rbf_arbitrario': 0.456209969669087}",3349.9216468635186,20.20588101699403,0.6018312356912199,2,46.0
233,BayesianRBFLinearRegression,"{'sig2_error': 0.2601564126163422, 'mean_rbf_arbitrario': 0.2898611388713115, 'lambda_rbf_arbitrario': 0.456209969669087}",3691.1267399103626,20.201970381677896,0.6788066912538258,3,46.0
234,BayesianRBFLinearRegression,"{'sig2_error': 0.2601564126163422, 'mean_rbf_arbitrario': 0.2898611388713115, 'lambda_rbf_arbitrario': 0.456209969669087}",29633.65568369818,17.53461337829679,0.7801369066917748,4,46.0
235,BayesianRBFLinearRegression,"{'sig2_error': 0.9761237419800833, 'mean_rbf_arbitrario': 0.18491262516744733, 'lambda_rbf_arbitrario': 0.29858103520293955}",3601.6888367051574,20.864520839370815,0.609714164686304,0,47.0
236,BayesianRBFLinearRegression,"{'sig2_error': 0.9761237419800833, 'mean_rbf_arbitrario': 0.18491262516744733, 'lambda_rbf_arbitrario': 0.29858103520293955}",3639.7279930832824,20.864434448052506,0.6416737230894718,1,47.0
237,BayesianRBFLinearRegression,"{'sig2_error': 0.9761237419800833, 'mean_rbf_arbitrario': 0.18491262516744733, 'lambda_rbf_arbitrario': 0.29858103520293955}",3361.8616363695864,20.867032883223036,0.6685573722909794,2,47.0
238,BayesianRBFLinearRegression,"{'sig2_error': 0.9761237419800833, 'mean_rbf_arbitrario': 0.18491262516744733, 'lambda_rbf_arbitrario': 0.29858103520293955}",3718.2169512131404,20.863125091452623,1.0228483382163922,3,47.0
239,BayesianRBFLinearRegression,"{'sig2_error': 0.9761237419800833, 'mean_rbf_arbitrario': 0.18491262516744733, 'lambda_rbf_arbitrario': 0.29858103520293955}",29654.731850691827,18.19576466268184,0.8169726616236058,4,47.0
240,BayesianRBFLinearRegression,"{'sig2_error': 0.8752385584462535, 'mean_rbf_arbitrario': -0.5832321602165478, 'lambda_rbf_arbitrario': 0.6774725760009941}",3580.7872657335647,20.809986005230503,0.783496504900542,0,48.0
241,BayesianRBFLinearRegression,"{'sig2_error': 0.8752385584462535, 'mean_rbf_arbitrario': -0.5832321602165478, 'lambda_rbf_arbitrario': 0.6774725760009941}",3555.865265291533,20.809881673913402,0.698292731591302,1,48.0
242,BayesianRBFLinearRegression,"{'sig2_error': 0.8752385584462535, 'mean_rbf_arbitrario': -0.5832321602165478, 'lambda_rbf_arbitrario': 0.6774725760009941}",3316.4691729446963,20.812482461405033,0.8658378217750698,2,48.0
243,BayesianRBFLinearRegression,"{'sig2_error': 0.8752385584462535, 'mean_rbf_arbitrario': -0.5832321602165478, 'lambda_rbf_arbitrario': 0.6774725760009941}",3660.409768639455,20.80856853486795,0.6627541102029466,3,48.0
244,BayesianRBFLinearRegression,"{'sig2_error': 0.8752385584462535, 'mean_rbf_arbitrario': -0.5832321602165478, 'lambda_rbf_arbitrario': 0.6774725760009941}",29611.05038765813,18.14120681244921,0.7562698923476269,4,48.0
245,BayesianRBFLinearRegression,"{'sig2_error': 0.07417819872452916, 'mean_rbf_arbitrario': 0.9642591138695025, 'lambda_rbf_arbitrario': 0.18842029112003067}",3585.5422357746024,19.575960023918356,0.6865566885964193,0,49.0
246,BayesianRBFLinearRegression,"{'sig2_error': 0.07417819872452916, 'mean_rbf_arbitrario': 0.9642591138695025, 'lambda_rbf_arbitrario': 0.18842029112003067}",3645.390398146429,19.57587834319518,0.6383137193517014,1,49.0
247,BayesianRBFLinearRegression,"{'sig2_error': 0.07417819872452916, 'mean_rbf_arbitrario': 0.9642591138695025, 'lambda_rbf_arbitrario': 0.18842029112003067}",3350.460698571536,19.578482381321216,0.5934856451489054,2,49.0
248,BayesianRBFLinearRegression,"{'sig2_error': 0.07417819872452916, 'mean_rbf_arbitrario': 0.9642591138695025, 'lambda_rbf_arbitrario': 0.18842029112003067}",3747.7072510451076,19.574571881898073,0.6499161268821123,3,49.0
