,modelo,parametros,rmse,nlpd,fold,tentativa
170,RBFLinearRegression,"{'sig2_error': 0.16010931254080366, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.41058393239197305}",2854.269227085076,6345888.849232107,0,34.0
171,RBFLinearRegression,"{'sig2_error': 0.16010931254080366, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.41058393239197305}",2806.6082055434113,6136666.283384264,1,34.0
172,RBFLinearRegression,"{'sig2_error': 0.16010931254080366, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.41058393239197305}",3356.448101569719,8777209.747074343,2,34.0
173,RBFLinearRegression,"{'sig2_error': 0.16010931254080366, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.41058393239197305}",2687.047809482353,5625421.339925405,3,34.0
174,RBFLinearRegression,"{'sig2_error': 0.16010931254080366, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.41058393239197305}",2905.721033257159,6577326.140226351,4,34.0
175,RBFLinearRegression,"{'sig2_error': 0.11223685050512294, 'mean_rbf_arbitrario': -0.9031938081867198, 'lambda_rbf_arbitrario': 0.47553794446731484}",2895.0919495995586,9313219.159940075,0,35.0
176,RBFLinearRegression,"{'sig2_error': 0.11223685050512294, 'mean_rbf_arbitrario': -0.9031938081867198, 'lambda_rbf_arbitrario': 0.47553794446731484}",2843.4302718404692,8985439.190124735,1,35.0
177,RBFLinearRegression,"{'sig2_error': 0.11223685050512294, 'mean_rbf_arbitrario': -0.9031938081867198, 'lambda_rbf_arbitrario': 0.47553794446731484}",3379.580893831113,12694299.189752506,2,35.0
178,RBFLinearRegression,"{'sig2_error': 0.11223685050512294, 'mean_rbf_arbitrario': -0.9031938081867198, 'lambda_rbf_arbitrario': 0.47553794446731484}",2729.0866890136326,8277907.442777677,3,35.0
179,RBFLinearRegression,"{'sig2_error': 0.11223685050512294, 'mean_rbf_arbitrario': -0.9031938081867198, 'lambda_rbf_arbitrario': 0.47553794446731484}",2945.2479243617026,9639730.852321787,4,35.0
180,RBFLinearRegression,"{'sig2_error': 1e-07, 'mean_rbf_arbitrario': -0.4582128907780224, 'lambda_rbf_arbitrario': 0.6284169576742729}",3096.413227244852,,0,36.0
181,RBFLinearRegression,"{'sig2_error': 1e-07, 'mean_rbf_arbitrario': -0.4582128907780224, 'lambda_rbf_arbitrario': 0.6284169576742729}",3042.352252796212,,1,36.0
182,RBFLinearRegression,"{'sig2_error': 1e-07, 'mean_rbf_arbitrario': -0.4582128907780224, 'lambda_rbf_arbitrario': 0.6284169576742729}",3518.784950113013,91273171480.79257,2,36.0
183,RBFLinearRegression,"{'sig2_error': 1e-07, 'mean_rbf_arbitrario': -0.4582128907780224, 'lambda_rbf_arbitrario': 0.6284169576742729}",2936.2870256181695,10838048052.223892,3,36.0
184,RBFLinearRegression,"{'sig2_error': 1e-07, 'mean_rbf_arbitrario': -0.4582128907780224, 'lambda_rbf_arbitrario': 0.6284169576742729}",3147.472355196715,,4,36.0
185,RBFLinearRegression,"{'sig2_error': 0.570361947644494, 'mean_rbf_arbitrario': -1.0, 'lambda_rbf_arbitrario': 0.3616029220863391}",2840.857481772303,1764748.5735002083,0,37.0
