,modelo,parametros,rmse,nlpd,fold
0,BayesianLinearRegression,"{'alphaInit': 0.09634142802776846, 'lambdaInit': 0.13538068440426118}",0.07632315421420925,0.1384905041928068,0
1,BayesianLinearRegression,"{'alphaInit': 0.7289066453923382, 'lambdaInit': 0.5061893121612905}",0.07632315364085875,0.1384906026069066,0
2,BayesianLinearRegression,"{'alphaInit': 1.0211259563655137, 'lambdaInit': 0.9710134569730087}",0.07632315387675787,0.1384905621192805,0
3,BayesianLinearRegression,"{'alphaInit': 0.15889893663656948, 'lambdaInit': 1.0021257313443417}",0.0763231554580469,0.13849029058247816,0
4,BayesianLinearRegression,"{'alphaInit': 0.5614177865338223, 'lambdaInit': 0.10324328478785658}",0.07632315118122433,0.13849102443728728,0
5,BayesianLinearRegression,"{'alphaInit': 0.12013737900007591, 'lambdaInit': 1.0009790335793427}",0.07632315562119077,0.13849026255392685,0
6,BayesianLinearRegression,"{'alphaInit': 0.6492474084008366, 'lambdaInit': 0.023108536566619965}",0.0763231528261699,0.13849074239162368,0
7,BayesianLinearRegression,"{'alphaInit': 0.5240818826579439, 'lambdaInit': 0.151854535210837}",0.07632315343216847,0.13849063842017958,0
8,BayesianLinearRegression,"{'alphaInit': 0.5776114028288085, 'lambdaInit': 0.08322490333355055}",0.07632315298506738,0.1384907151329357,0
9,BayesianLinearRegression,"{'alphaInit': 0.6096915054723802, 'lambdaInit': 0.06013643325262602}",0.07632315291984722,0.13849072632167703,0
10,BayesianLinearRegression,"{'alphaInit': 0.7209701247897705, 'lambdaInit': 1e-07}",0.07632315277158039,0.13849075175583195,0
11,BayesianLinearRegression,"{'alphaInit': 0.8392410097819091, 'lambdaInit': 1e-07}",0.07632315277158036,0.1384907517558378,0
12,BayesianLinearRegression,"{'alphaInit': 0.8245884427238671, 'lambdaInit': 1e-07}",0.07632315277158037,0.1384907517558373,0
13,BayesianLinearRegression,"{'alphaInit': 0.7793566788129888, 'lambdaInit': 1e-07}",0.07632315277158039,0.13849075175583497,0
14,BayesianLinearRegression,"{'alphaInit': 0.7515462470481736, 'lambdaInit': 1e-07}",0.07632315277158039,0.13849075175583325,0
15,BayesianLinearRegression,"{'alphaInit': 0.7317427714605118, 'lambdaInit': 1e-07}",0.07632315277158039,0.13849075175583292,0
16,BayesianLinearRegression,"{'alphaInit': 0.7168342079647085, 'lambdaInit': 1e-07}",0.07632315277158039,0.1384907517558316,0
17,BayesianLinearRegression,"{'alphaInit': 0.705246592184701, 'lambdaInit': 1e-07}",0.07632315277158039,0.1384907517558309,0
18,BayesianLinearRegression,"{'alphaInit': 1.1, 'lambdaInit': 1e-07}",0.07632315277158033,0.13849075175584477,0
19,BayesianLinearRegression,"{'alphaInit': 0.5550165782872694, 'lambdaInit': 0.11257164915587453}",0.07632315159505425,0.13849095350572665,0
20,BayesianLinearRegression,"{'alphaInit': 0.5504027642874457, 'lambdaInit': 0.09598618226264324}",0.07632315097151215,0.1384910603762213,0
21,BayesianLinearRegression,"{'alphaInit': 0.5311895608442122, 'lambdaInit': 0.08451046357433445}",0.07632315063131931,0.13849111866695626,0
22,BayesianLinearRegression,"{'alphaInit': 0.5145989873398339, 'lambdaInit': 0.07297757863135944}",0.07632315298185485,0.13849071568406474,0
23,BayesianLinearRegression,"{'alphaInit': 0.5359708951561383, 'lambdaInit': 0.08886280455808909}",0.07632315078077041,0.13849109306045704,0
24,BayesianLinearRegression,"{'alphaInit': 0.5263670204027855, 'lambdaInit': 0.09177634901969381}",0.07632315097074789,0.13849106050718554,0
25,BayesianLinearRegression,"{'alphaInit': 0.5999284786483511, 'lambdaInit': 0.13967717105518704}",0.07632315224064999,0.13849084281592558,0
26,BayesianLinearRegression,"{'alphaInit': 0.6409553474871896, 'lambdaInit': 0.17012588063520925}",0.07632315292833033,0.13849072486639258,0
27,BayesianLinearRegression,"{'alphaInit': 0.5391401887208129, 'lambdaInit': 0.07806792958960006}",0.07632315298607993,0.13849071495922544,0
28,BayesianLinearRegression,"{'alphaInit': 0.5348848736070608, 'lambdaInit': 0.10047632156413679}",0.07632315126798246,0.13849100956807958,0
29,BayesianLinearRegression,"{'alphaInit': 0.5364085374932265, 'lambdaInit': 0.10057467210290383}",0.0763231512602974,0.1384910108852253,0
30,BayesianLinearRegression,"{'alphaInit': 0.4460888993083472, 'lambdaInit': 1.0449510201472356}",0.03396091707304586,-0.7121902537861572,1
31,BayesianLinearRegression,"{'alphaInit': 1.0659649151866772, 'lambdaInit': 0.7305522524347743}",0.033960916357316163,-0.7121899969930947,1
32,BayesianLinearRegression,"{'alphaInit': 0.6626522920065055, 'lambdaInit': 1.0613719563205763}",0.03396091683277897,-0.7121901675642318,1
33,BayesianLinearRegression,"{'alphaInit': 0.5737134686700386, 'lambdaInit': 0.638204453617332}",0.03396091661061321,-0.7121900878540451,1
34,BayesianLinearRegression,"{'alphaInit': 0.8975364318957715, 'lambdaInit': 0.5856722838479889}",0.033960916335048955,-0.7121899890065109,1
35,BayesianLinearRegression,"{'alphaInit': 1.1, 'lambdaInit': 1e-07}",0.03396091578748282,-0.71218979265943,1
36,BayesianLinearRegression,"{'alphaInit': 0.8017238401350198, 'lambdaInit': 1e-07}",0.03396091578748286,-0.7121897926594418,1
37,BayesianLinearRegression,"{'alphaInit': 0.9462500293295162, 'lambdaInit': 1e-07}",0.03396091578748284,-0.7121897926594353,1
38,BayesianLinearRegression,"{'alphaInit': 1e-07, 'lambdaInit': 1e-07}",0.03396091655004021,-0.7121900661239028,1
